CALI,DEPT,DEPTH_MD,DTC,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,GR,NPHI,RDEP,RHOB,RMED,X_LOC,Y_LOC,Z_LOC
19.203100204,480.93200085,480.93200684,177.66247559,1.0,65000.0,75.07421875,0.5518398881,1.4696999788,2.1613030434,1.4366265535,423244.5,6461862.5,-455.9284363
19.203100204,481.08400085,481.08401489,177.43771362,1.0,65000.0,80.735229492,0.552510798,1.4693410397,2.1519467831,1.2760938406,423244.5,6461862.5,-456.0804443
19.203100204,481.23600085,481.23599243,176.7976532,1.0,65000.0,81.665023804,0.5667893291,1.4664616585,2.143009901,1.2047036886,423244.53125,6461862.5,-456.2324219
19.203100204,481.38800085,481.38800049,175.19087219,1.0,65000.0,80.585670471,0.5634053349,1.4617583752,2.1248006821,1.2413810492,423244.53125,6461862.5,-456.3844299
19.203100204,481.54000085,481.54000854,174.23455811,1.0,65000.0,80.100151062,0.5740912557,1.4607429504,2.1048252583,1.3583912849,423244.53125,6461862.5,-456.536438
19.203100204,481.69200085,481.69198608,173.88452148,1.0,65000.0,81.13168335,0.5615642667,1.4740557671,2.097700119,1.4781135321,423244.53125,6461862.5,-456.6884155
19.203100204,481.84400085,481.84399414,174.16766357,1.0,65000.0,80.35269928,0.554793179,1.5075097084,2.1044499874,1.5325726271,423244.53125,6461862.5,-456.8404236
19.203100204,481.99600085,481.9960022,174.03283691,1.0,65000.0,77.356147766,0.5242437124,1.5426342487,2.1181879044,1.531957984,423244.53125,6461862.5,-456.9924316
19.203100204,482.14800085,482.14801025,173.56672668,1.0,65000.0,76.049659729,0.5198286176,1.5691963434,2.1334247589,1.5096639395,423244.53125,6461862.5,-457.1444397
19.203100204,482.30000085,482.29998779,173.70761108,1.0,65000.0,78.029502869,0.5255220532,1.5808181763,2.159999609,1.5102823973,423244.53125,6461862.5,-457.2964172
19.208992004,482.45200085,482.45199585,173.66972351,1.0,65000.0,77.858276367,0.5331562161,1.5790728331,2.1809415817,1.4857376814,423244.53125,6461862.5,-457.4484253
19.207136154,482.60400085,482.60400391,174.4379425,1.0,65000.0,75.623809814,0.5450741053,1.5734920502,2.1931145191,1.4655818939,423244.53125,6461862.5,-457.6004333
19.1875,482.75600085,482.75601196,175.23272705,1.0,65000.0,75.98374939,0.5542830229,1.5686742067,2.1970541477,1.4306999445,423244.53125,6461862.5,-457.7524414
19.1875,482.90800085,482.9079895,175.56488037,1.0,65000.0,77.853164673,0.5719676614,1.5596349239,2.1876330376,1.4213701487,423244.53125,6461862.5,-457.9044189
19.1875,483.06000085,483.05999756,175.15113831,1.0,65000.0,79.820510864,0.5663999915,1.5518550873,2.1655910015,1.4145641327,423244.53125,6461862.5,-458.056427
19.1875,483.21200085,483.21200562,174.18740845,1.0,65000.0,78.644683838,0.5808881521,1.547950387,2.134611845,1.4430510998,423244.53125,6461862.5,-458.2084351
19.1875,483.36400085,483.36401367,173.76367188,1.0,65000.0,79.460678101,0.6032719612,1.5515618324,2.1129932404,1.4630742073,423244.53125,6461862.5,-458.3604431
19.1875,483.51600085,483.51599121,173.49913025,1.0,65000.0,78.990722656,0.5858511925,1.5567699671,2.1006104946,1.4592862129,423244.53125,6461862.5,-458.5124207
19.176446915,483.66800085,483.66799927,173.71466064,1.0,65000.0,79.188667297,0.5572027564,1.562590003,2.0980346203,1.4542096853,423244.53125,6461862.5,-458.6644287
19.156299591,483.82000085,483.82000732,173.88336182,1.0,65000.0,78.860397339,0.5560998321,1.5677711964,2.1121423244,1.4545073509,423244.53125,6461862.5,-458.8164368
19.156299591,483.97200085,483.97201538,173.22570801,1.0,65000.0,81.238540649,0.5832057595,1.568939209,2.1240038872,1.4783375263,423244.53125,6461862.5,-458.9684448
19.15086174,484.12400085,484.12399292,173.03419495,1.0,65000.0,82.651519775,0.576734364,1.5660537481,2.1360418797,1.4946405888,423244.53125,6461862.5,-459.1204224
19.140600204,484.27600085,484.27600098,173.5168457,1.0,65000.0,81.863090515,0.5364041328,1.5650905371,2.1462144852,1.4926663637,423244.53125,6461862.5,-459.2724304
19.145956039,484.42800085,484.42800903,173.54205322,1.0,65000.0,80.302909851,0.5105272532,1.5608154535,2.1719915867,1.4886502028,423244.53125,6461862.5,-459.4244385
19.140424728,484.58000085,484.57998657,173.25074768,1.0,65000.0,80.678779602,0.5030798912,1.5477423668,2.1836605072,1.4727547169,423244.53125,6461862.5,-459.576416
19.109399796,484.73200085,484.73199463,172.74339294,1.0,65000.0,79.247650146,0.499022305,1.5308607817,2.1887805462,1.4790978432,423244.53125,6461862.5,-459.7284241
19.114597321,484.88400085,484.88400269,172.23527527,1.0,65000.0,79.083129883,0.5019640923,1.51366961,2.1790351868,1.4547359943,423244.53125,6461862.5,-459.8804321
19.125,485.03600085,485.03601074,172.00062561,1.0,65000.0,81.301467896,0.5151543617,1.4948437214,2.1686108112,1.4346325397,423244.53125,6461862.5,-460.0324402
19.130117416,485.18800085,485.18798828,172.89344788,1.0,65000.0,84.778015137,0.5153775811,1.4824647903,2.1602270603,1.4108966589,423244.53125,6461862.5,-460.1844177
19.140600204,485.34000085,485.33999634,173.41671753,1.0,65000.0,85.604545593,0.5132841468,1.4753414392,2.1535122395,1.3856105804,423244.53125,6461862.5,-460.3364258
19.140600204,485.49200085,485.49200439,173.68209839,1.0,65000.0,82.357215881,0.5283803344,1.4668945074,2.1684923172,1.3693962097,423244.53125,6461862.5,-460.4884338
19.135602951,485.64400085,485.64401245,174.01794434,1.0,65000.0,79.257324219,0.5683786273,1.4625797272,2.180198431,1.3793170452,423244.53125,6461862.5,-460.6404419
19.129955292,485.79600085,485.79598999,173.35395813,1.0,65000.0,79.94707489,0.6150870323,1.4622176886,2.1817834377,1.3961906433,423244.53125,6461862.5,-460.7924194
19.13076973,485.94800085,485.94799805,173.02481079,1.0,65000.0,83.214866638,0.5984125733,1.4638136625,2.1732013226,1.4140601158,423244.53125,6461862.5,-460.9444275
