CALI,DEPT,DEPTH_MD,DTC,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,GR,NPHI,RDEP,RHOB,RMED,X_LOC,Y_LOC,Z_LOC
8.9041395187,2660.0200015,2660.0200195,97.07219696,2.0,65000.0,55.688522339,0.6530528069,1.0767687559,1.7763861418,1.0748004913,455221.34375,6533321.5,-2635.02002
8.8954210281,2660.1720015,2660.1721191,96.88583374,2.0,65000.0,54.63193512,0.6373365521,1.0585713387,1.7793234587,1.0561366081,455221.34375,6533321.5,-2635.172119
8.8968715668,2660.3240015,2660.3239746,95.806343079,2.0,65000.0,53.181667328,0.6353999972,1.0544029474,1.7819854021,1.0580445528,455221.34375,6533321.5,-2635.323975
8.9004240036,2660.4760015,2660.4760742,95.343933105,2.0,65000.0,51.458118439,0.6476855874,1.0616805553,1.8077296019,1.068358779,455221.34375,6533321.5,-2635.476074
8.9040288925,2660.6280015,2660.6279297,94.752204895,2.0,65000.0,51.022644043,0.6601894498,1.0776609182,1.8629484177,1.0845739841,455221.34375,6533321.5,-2635.62793
8.9077072144,2660.7800015,2660.7800293,92.873970032,2.0,65000.0,53.16400528,0.6567725539,1.0993164778,1.8973976374,1.1181783676,455221.34375,6533321.5,-2635.780029
8.9113073349,2660.9320015,2660.9318848,90.4272995,2.0,65000.0,56.98361969,0.6445199251,1.1220664978,1.8871713877,1.1790193319,455221.34375,6533321.5,-2635.931885
8.9149847031,2661.0840015,2661.0839844,89.147827148,2.0,65000.0,59.184764862,0.6312528253,1.1360446215,1.8492674828,1.2346354723,455221.34375,6533321.5,-2636.083984
8.9185905457,2661.2360015,2661.236084,89.134819031,2.0,65000.0,59.509628296,0.6330054402,1.1366840601,1.8031536341,1.2331006527,455221.34375,6533321.5,-2636.236084
8.9222679138,2661.3880015,2661.3879395,91.753585815,2.0,65000.0,57.904792786,0.639165163,1.1305924654,1.765848875,1.1893904209,455221.34375,6533321.5,-2636.387939
8.925868988,2661.5400015,2661.5400391,96.418022156,2.0,65000.0,54.706783295,0.6346436739,1.1215007305,1.7463769913,1.1263724566,455221.34375,6533321.5,-2636.540039
8.9291200638,2661.6920015,2661.6918945,100.22373962,2.0,65000.0,52.208568573,0.6268144846,1.1063289642,1.7297040224,1.0523504019,455221.34375,6533321.5,-2636.691895
8.9516429901,2661.8440015,2661.8439941,102.17633057,2.0,65000.0,51.352165222,0.6303477287,1.086859107,1.6953225136,0.9997966886,455221.34375,6533321.5,-2636.843994
9.7426366806,2661.9960015,2661.9960938,102.11161804,2.0,65000.0,51.77305603,0.633652091,1.0707786083,1.6585683823,0.984367311,455221.34375,6533321.5,-2636.996094
11.156988144,2662.1480015,2662.1479492,100.35848999,2.0,65000.0,52.205417633,0.6272693276,1.0581119061,1.652056694,1.0021270514,455221.34375,6533321.5,-2637.147949
12.432384491,2662.3000015,2662.3000488,97.922134399,2.0,65000.0,52.324741364,0.6049237847,1.0489786863,1.7312507629,1.0460051298,455221.34375,6533321.5,-2637.300049
12.934443474,2662.4520015,2662.4519043,95.246757507,2.0,65000.0,53.105953217,0.5724359751,1.0452558994,1.8789250851,1.1199206114,455221.34375,6533321.5,-2637.451904
13.040757179,2662.6040015,2662.6040039,94.103675842,2.0,65000.0,54.794475555,0.5373438001,1.0487241745,1.921231389,1.2021818161,455221.34375,6533321.5,-2637.604004
13.214633942,2662.7560015,2662.7561035,94.661369324,2.0,65000.0,55.868164063,0.5104336143,1.0578266382,1.8808684349,1.2064908743,455221.34375,6533321.5,-2637.756104
13.409370422,2662.9080015,2662.907959,96.591209412,2.0,65000.0,55.461429596,0.4950074553,1.0704438686,1.8491345644,1.1303145885,455221.34375,6533321.5,-2637.907959
13.61015892,2663.0600015,2663.0600586,98.562675476,2.0,65000.0,53.841300964,0.4845998287,1.0852636099,1.8356385231,1.0657377243,455221.34375,6533321.5,-2638.060059
14.436454773,2663.2120015,2663.2119141,99.027168274,2.0,65000.0,52.445034027,0.481993258,1.0963901281,1.8125332594,1.0446841717,455221.34375,6533321.5,-2638.211914
15.713615417,2663.3640015,2663.3640137,98.717636108,2.0,65000.0,52.596534729,0.4859101772,1.1025568247,1.7781600952,1.0533330441,455221.34375,6533321.5,-2638.364014
17.079565048,2663.5160015,2663.5161133,98.503196716,2.0,65000.0,54.370399475,0.4798430204,1.1031725407,1.7166171074,1.0730514526,455221.34375,6533321.5,-2638.516113
18.461389542,2663.6680015,2663.6679688,98.510940552,2.0,65000.0,56.782444,0.4693248868,1.1001626253,1.6377393007,1.0848144293,455221.34375,6533321.5,-2638.667969
19.928100586,2663.8200015,2663.8200684,98.487991333,2.0,65000.0,58.764610291,0.4667304456,1.1012899876,1.5890957117,1.0894478559,455221.34375,6533321.5,-2638.820068
20.822088242,2663.9720015,2663.9719238,97.312416077,2.0,65000.0,60.112384796,0.4624617994,1.1094894409,1.6611614227,1.0987820625,455221.34375,6533321.5,-2638.971924
21.215185165,2664.1240015,2664.1240234,94.71572876,2.0,65000.0,60.207771301,0.4556741118,1.1244082451,1.812643528,1.1181159019,455221.34375,6533321.5,-2639.124023
20.925756454,2664.2760015,2664.276123,92.458930969,2.0,65000.0,59.23286438,0.454138875,1.1478817463,1.9140069485,1.1489460468,455221.34375,6533321.5,-2639.276123
19.620603561,2664.4280015,2664.4279785,91.594009399,2.0,65000.0,58.524623871,0.45964095,1.1746425629,1.9392515421,1.1861562729,455221.34375,6533321.5,-2639.427979
18.849521637,2664.5800015,2664.5800781,91.727775574,2.0,65000.0,59.16223526,0.46692577,1.1866464615,1.9352140427,1.2230085135,455221.34375,6533321.5,-2639.580078
19.096565247,2664.7320015,2664.7319336,92.431175232,2.0,65000.0,60.103607178,0.4699970484,1.1863036156,1.9274715185,1.2596057653,455221.34375,6533321.5,-2639.731934
20.037155151,2664.8840015,2664.8840332,94.132835388,2.0,65000.0,60.003688812,0.4711154997,1.1888209581,1.9196195602,1.2765399218,455221.34375,6533321.5,-2639.884033
21.156570435,2665.0360015,2665.0358887,96.31476593,2.0,65000.0,60.233341217,0.4701113999,1.2021200657,1.9118192196,1.2259087563,455221.34375,6533321.5,-2640.035889
21.404510498,2665.1880015,2665.1879883,98.832824707,2.0,65000.0,60.423324585,0.4718543887,1.2228623629,1.9040368795,1.1364616156,455221.34375,6533321.5,-2640.187988
21.399585724,2665.3400015,2665.3400879,98.805107117,2.0,65000.0,59.28131485,0.4597148895,1.2318334579,1.8962544203,1.0803143978,455221.34375,6533321.5,-2640.340088
20.504854202,2665.4920015,2665.4919434,96.249031067,2.0,65000.0,58.617893219,0.4386514425,1.2173124552,1.8895800114,1.0678547621,455221.34375,6533321.5,-2640.491943
19.510868073,2665.6440015,2665.644043,94.662902832,2.0,65000.0,59.414367676,0.4248877168,1.1878266335,1.8760824203,1.0756995678,455221.34375,6533321.5,-2640.644043
19.689947128,2665.7960015,2665.7958984,94.320243835,2.0,65000.0,61.125862122,0.4275448322,1.1553875208,1.8603055477,1.0837125778,455221.34375,6533321.5,-2640.795898
20.369127274,2665.9480015,2665.947998,94.660346985,2.0,65000.0,62.737575531,0.4467993975,1.1319551468,1.8703243732,1.0921399593,455221.34375,6533321.5,-2640.947998
21.107355118,2666.1000015,2666.1000977,94.133026123,2.0,65000.0,62.388584137,0.4697252512,1.1200149059,1.8862127066,1.1098327637,455221.34375,6533321.5,-2641.100098
21.654117584,2666.2520015,2666.2519531,92.742233276,2.0,65000.0,60.700962067,0.4914104939,1.1157398224,1.8593794107,1.1167145967,455221.34375,6533321.5,-2641.251953
21.858789444,2666.4040015,2666.4040527,92.090667725,2.0,65000.0,60.421089172,0.5022205114,1.1185600758,1.7829679251,1.1055589914,455221.34375,6533321.5,-2641.404053
21.782085419,2666.5560015,2666.5559082,92.702445984,2.0,65000.0,61.813522339,0.495566994,1.1158434153,1.6902526617,1.1046831608,455221.34375,6533321.5,-2641.555908
