WELL,CURVE,N,Mean,P50,Std,Min,P25,P75,Max,IQR,CV
16_1-6 A,CALI,3466.0,8.934520661725939,8.8076057434,0.564658354360631,8.0961666107,8.542352437949999,9.12417268755,12.437829971,0.5818202496000016,0.06319962488637329
16_1-6 A,DEPT,3466.0,1461.6637349999999,1461.663735,152.1052362368458,1198.323735,1329.993735,1593.333735,1725.003735,263.3399999999999,0.104063084138053
16_1-6 A,DEPTH_MD,3466.0,1461.6637353477784,1461.66375735,152.10523620410027,1198.3237305,1329.9937134,1593.333709725,1725.0037842,263.33999632500013,0.10406308409089002
16_1-6 A,DTC,3466.0,138.80654022127612,139.98194122,7.509339544233047,94.967178345,135.92250061000001,143.6657791125,152.76864624,7.743278502499976,0.05409932076876319
16_1-6 A,FORCE_2020_LITHOFACIES_CONFIDENCE,3466.0,1.0802077322562031,1.0,0.2716537194124945,1.0,1.0,1.0,2.0,0.0,0.2514828502894514
16_1-6 A,FORCE_2020_LITHOFACIES_LITHOLOGY,3466.0,62418.17080207732,65000.0,9439.504857188465,30000.0,65000.0,65000.0,70000.0,0.0,0.151230078291149
16_1-6 A,GR,3466.0,58.883613540191284,60.3545246125,12.20881870718188,16.906744003,54.85482692725,66.40485763575,84.440193176,11.550030708500003,0.20733813659123848
16_1-6 A,NPHI,3466.0,0.4581184996152626,0.46665237845,0.05137419239722406,0.2286048234,0.428946986825,0.492373503775,0.5784686208,0.06342651695000001,0.11214171102098948
16_1-6 A,RDEP,3466.0,0.8096811403198211,0.74978110195,0.24878268075746066,0.2812780738,0.628562688825,1.01938837765,2.0073831081,0.3908256888249999,0.3072600661776467
16_1-6 A,RHOB,3466.0,2.1216861859126372,2.1291555166,0.10650093486798737,1.7782105207,2.091908991325,2.16665244105,3.0053207874,0.07474344972500013,0.05019636531317486
16_1-6 A,RMED,3466.0,0.8082409511140219,0.7579266429,0.23938176156837887,0.2800756693,0.631533503525,1.0078343749,1.9350463152,0.376300871375,0.29617623462215326
16_1-6 A,X_LOC,3466.0,459499.1080586411,459498.90625,0.9912621539217586,459497.78125,459498.40625,459499.46875,459501.09375,1.0625,2.1572667640418013e-06
16_1-6 A,Y_LOC,3466.0,6539494.455279862,6539478.25,64.28275734057256,6539422.5,6539434.0,6539547.0,6539630.0,113.0,9.82992764657395e-06
16_1-6 A,Z_LOC,3466.0,-1414.4740098765146,-1421.5981445,135.90584849322858,-1636.055176,-1533.88562,-1298.137848,-1167.296631,235.74777199999994,-0.09608225216177237
