WELL,CURVE,N,Mean,P50,Std,Min,P25,P75,Max,IQR,CV
16_1-2,CALI,1608.0,10.41141748102102,8.3094034195,3.554383678648553,7.7897219658,8.1127550602,12.538720130749999,21.928060532,4.425965070549999,0.3413928684665504
16_1-2,DEPT,1608.0,2784.2926681666663,2783.2160015,72.5594619958754,2660.0200015,2721.0860015,2847.9300015,2908.9960015,126.84400000000005,0.02606028555311773
16_1-2,DEPTH_MD,1608.0,2784.2926685858206,2783.2159424,72.55946185254042,2660.0200195,2721.0859985,2847.930053675,2908.9960938,126.844055175,0.026060285497714702
16_1-2,DTC,1608.0,71.4000934463327,66.440509796,14.086765818869852,40.325546265,63.43945789375,75.74265480075,140.5532074,12.303196907,0.19729338070766048
16_1-2,FORCE_2020_LITHOFACIES_CONFIDENCE,1608.0,1.974502487562189,2.0,0.15767958418729147,1.0,2.0,2.0,2.0,0.0,0.07985788074745344
16_1-2,FORCE_2020_LITHOFACIES_LITHOLOGY,1608.0,52585.199004975126,65000.0,19557.90674068574,30000.0,30000.0,70000.0,80000.0,40000.0,0.371927978038751
16_1-2,GR,1608.0,98.92700117276057,85.3456459045,51.51699233268977,17.048049927,53.497582435750004,145.26026153499998,290.65093994,91.76267909924998,0.520757646769494
16_1-2,NPHI,1608.0,0.22380967315528608,0.1864720881,0.13067895340929825,0.0174645912,0.118314335125,0.297145538075,0.6601894498,0.17883120295,0.5838842958258964
16_1-2,RDEP,1608.0,3.1929585924432833,2.80704128745,2.73341569767102,0.2507680357,1.615371197475,3.345299839925,30.694458008,1.72992864245,0.8560761496062445
16_1-2,RHOB,1608.0,2.406367807541169,2.4491809606499997,0.23597624483783478,1.5711927414,2.389886856075,2.5373526215749997,3.1156110764,0.1474657654999998,0.09806324872628501
16_1-2,RMED,1608.0,6.40721712050255,5.8984234333,6.479774468889997,0.3806297779,2.039150893675,7.741193771375,56.469779968,5.7020428777,1.011324315537126
16_1-2,X_LOC,1608.0,455221.34375,455221.34375,0.0,455221.34375,455221.34375,455221.34375,455221.34375,0.0,0.0
16_1-2,Y_LOC,1608.0,6533321.5,6533321.5,0.0,6533321.5,6533321.5,6533321.5,6533321.5,0.0,0.0
16_1-2,Z_LOC,1608.0,-2759.29266859204,-2758.2159425,72.55946185109106,-2883.996094,-2822.93005375,-2696.0859982499996,-2635.02002,126.8440555000002,-0.02629639931892956
