CALI,DEPT,DEPTH_MD,DTC,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,GR,NPHI,RDEP,RHOB,RMED,X_LOC,Y_LOC,Z_LOC
14.549160004,1413.4317898,1413.4317627,157.74989319,2.0,65000.0,98.527320862,0.5324292183,0.9250301719,2.0191664696,1.2576092482,444152.03125,6435551.0,-1388.378296
14.54283905,1413.5837898,1413.5837402,158.46708679,2.0,65000.0,102.52324677,0.4503346682,0.8601398468,2.006939888,1.0793987513,444152.03125,6435551.0,-1388.530273
14.536517143,1413.7357898,1413.7358398,159.46107483,2.0,65000.0,103.85189056,0.4176558256,0.8340097666,1.9670259953,0.8564602733,444152.03125,6435551.0,-1388.682373
14.811016083,1413.8877898,1413.8878174,177.00402832,2.0,65000.0,104.64453125,0.4039219022,0.861646533,1.912492156,0.7257518768,444152.03125,6435551.0,-1388.834351
16.433479309,1414.0397898,1414.0397949,166.81338501,2.0,65000.0,100.42021942,0.4257446826,0.8701587319,1.8655830622,0.7290190458,444152.03125,6435551.0,-1388.986328
17.104892731,1414.1917898,1414.1917725,162.24879456,2.0,65000.0,96.731918335,0.4535026848,0.8351764083,1.8370242119,0.8102042675,444152.03125,6435551.0,-1389.138184
16.812143326,1414.3437898,1414.34375,165.18856812,2.0,65000.0,95.716072083,0.4516474903,0.8072944283,1.829010129,0.9050170779,444152.03125,6435551.0,-1389.290161
17.437112808,1414.4957898,1414.4958496,166.02767944,2.0,65000.0,98.563529968,0.4636144042,0.79881984,1.8502492905,0.9326850176,444152.03125,6435551.0,-1389.442261
18.661071777,1414.6477898,1414.6478271,164.85920715,2.0,65000.0,98.90663147,0.484639883,0.7567604184,1.8801929951,0.9223490357,444152.03125,6435551.0,-1389.594238
19.61582756,1414.7997898,1414.7998047,165.10681152,2.0,65000.0,101.45719147,0.4810239375,0.7808756828,1.8897619247,0.9180039167,444152.03125,6435551.0,-1389.746216
20.102624893,1414.9517898,1414.9517822,162.08332825,2.0,65000.0,97.369880676,0.4871121049,0.8045628667,1.8734071255,0.9074493051,444152.03125,6435551.0,-1389.898193
19.528507233,1415.1037898,1415.1037598,157.51794434,2.0,65000.0,98.847961426,0.4541027248,0.7907581925,1.8558752537,0.9062240124,444152.03125,6435551.0,-1390.050171
20.584606171,1415.2557898,1415.2557373,154.1960144,2.0,65000.0,101.20547485,0.4799068272,0.8096972108,1.8851205111,0.9097326994,444152.03125,6435551.0,-1390.202148
