WELL,CURVE,N,Mean,P50,Std,Min,P25,P75,Max,IQR,CV
15_9-17,CALI,13110.0,12.297351422533005,12.883000374,2.6584919749341416,5.9461569786,11.991999626,14.046999931,22.314649582,2.055000305,0.21618411018675648
15_9-17,DEPT,13110.0,2106.3606998492755,2105.8979984,577.9364677265827,1012.6379984,1607.7559984,2604.0399984,3110.5419984,996.2840000000001,0.2743767806567688
15_9-17,DEPTH_MD,13110.0,2106.3606995016708,2105.8979492500002,577.9364677280993,1012.6380005,1607.756011975,2604.039917025,3110.5419922,996.2839050499997,0.27437678070276816
15_9-17,DTC,13110.0,120.23799017435576,133.22396088,27.85894638421128,40.766048431,90.08387184124999,145.3651733375,165.11302185,55.28130149625002,0.23169837040533806
15_9-17,FORCE_2020_LITHOFACIES_CONFIDENCE,13110.0,1.1421815408085432,1.0,0.4904281452486813,1.0,1.0,1.0,3.0,0.0,0.429378454935903
15_9-17,FORCE_2020_LITHOFACIES_LITHOLOGY,13110.0,63720.49580472922,65000.0,11681.238339584535,30000.0,65000.0,65000.0,99000.0,0.0,0.1833199536830593
15_9-17,GR,13110.0,56.760249501711584,57.837594986,24.194055282872238,5.9519319534,41.64589977225,70.39786338825,119.46041107,28.751963616000005,0.42624998119753993
15_9-17,NPHI,13110.0,0.38560212450978637,0.45213253794999997,0.13681345372986783,0.0186000001,0.266089707575,0.4976930171,0.6128905416,0.23160330952500002,0.35480471977118366
15_9-17,RDEP,13110.0,1.8462160078164762,1.1400823593,2.141261183555708,0.2567999959,0.75955477355,1.8284915983499999,27.965343475,1.0689368247999997,1.1598107558866757
15_9-17,RHOB,13110.0,2.1546298338203282,2.0840001106,0.2368606996316138,1.4921123981,1.978430539325,2.35678571465,2.9066109657,0.37835517532500007,0.10993104054984755
15_9-17,RMED,13110.0,1.86587509815492,1.11955064535,2.1850042083307084,0.3531084359,0.79800009725,2.0655574798750003,61.652744293,1.2675573826250002,1.1710345512898268
15_9-17,X_LOC,13110.0,438596.0783848207,438596.84375,1.4203708894644058,438592.28125,438594.875,438597.21875,438597.46875,2.34375,3.2384486762742635e-06
15_9-17,Y_LOC,13110.0,6478960.122616324,6478960.0,6.528878934891687,6478952.0,6478953.0,6478967.5,6478968.5,14.5,1.0077047568329847e-06
15_9-17,Z_LOC,13110.0,-2084.240085754859,-2083.7778319999998,577.8687866814798,-3088.307373,-2581.84460425,-1585.70901525,-990.611145,996.135589,-0.2772563442335821
