CALI,DEPT,DEPTH_MD,DTC,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,GR,NPHI,RDEP,RHOB,RMED,X_LOC,Y_LOC,Z_LOC
9.1724910736,2138.7895993,2138.7895508,81.404380798,2.0,70000.0,70.982765198,0.5093894601,1.1317113638,2.2692358494,0.8992084861,460437.4375,6453743.5,-2098.499023
9.5024356842,2138.9415993,2138.9416504,80.295700073,2.0,70000.0,65.994087219,0.3669604063,1.1359491348,2.4206795692,0.8910608888,460437.4375,6453743.5,-2098.651123
9.6929130554,2139.0935993,2139.0935059,79.370796204,2.0,70000.0,66.5651474,0.2894068062,1.1392005682,2.3319942951,0.8907437921,460437.4375,6453743.5,-2098.802979
9.8909053802,2139.2455993,2139.2456055,79.169151306,2.0,70000.0,67.71950531,0.2691935301,1.1436998844,2.3285877705,0.8938587308,460437.4375,6453743.5,-2098.955078
10.10712719,2139.3975993,2139.3977051,79.796066284,2.0,70000.0,66.386985779,0.292626977,1.099545598,2.3210229874,0.8690075874,460437.46875,6453743.5,-2099.106934
10.449888229,2139.5495993,2139.5495605,80.621307373,2.0,70000.0,61.689216614,0.2905025482,1.069542408,2.3365576267,0.8406858444,460437.46875,6453743.5,-2099.258789
10.925105095,2139.7015993,2139.7016602,80.862884521,2.0,70000.0,62.057945251,0.2972315252,1.0780102015,2.3431506157,0.8355762362,460437.46875,6453743.5,-2099.410889
11.103459358,2139.8535993,2139.8535156,80.287277222,2.0,70000.0,58.687583923,0.2859582901,1.1156218052,2.3538079262,0.8569542766,460437.46875,6453743.5,-2099.562744
10.901535988,2140.0055993,2140.0056152,79.362617493,2.0,70000.0,66.892082214,0.3100911081,1.1499670744,2.3610687256,0.8889948726,460437.46875,6453743.5,-2099.714844
11.183109283,2140.1575993,2140.1577148,78.695297241,2.0,70000.0,74.031936646,0.2839781046,1.1016094685,2.3433699608,0.8872373104,460437.46875,6453743.5,-2099.866699
12.228943825,2140.3095993,2140.3095703,78.390266418,2.0,70000.0,70.334457397,0.2504440844,0.9883043766,2.3947846889,0.8332687616,460437.46875,6453743.5,-2100.018555
13.064385414,2140.4615993,2140.4616699,78.333366394,2.0,70000.0,69.161087036,0.2334997505,0.8992932439,2.3612492085,0.7698835135,460437.46875,6453743.5,-2100.170654
13.441991806,2140.6135993,2140.6135254,78.491241455,2.0,70000.0,69.960479736,0.2857644558,0.8291117549,2.3898563385,0.711428225,460437.46875,6453743.5,-2100.32251
13.644666672,2140.7655993,2140.765625,78.935134888,2.0,70000.0,70.804878235,0.3309122026,0.7833618522,2.3984601498,0.6641312838,460437.46875,6453743.5,-2100.474609
13.801724434,2140.9175993,2140.9174805,79.795921326,2.0,70000.0,67.863548279,0.298080653,0.7715366483,2.3858633041,0.6473486423,460437.5,6453743.5,-2100.626465
14.000362396,2141.0695993,2141.0695801,80.751869202,2.0,70000.0,73.473083496,0.2952325046,0.7775435448,2.3426885605,0.6481235027,460437.5,6453743.5,-2100.778564
14.263689041,2141.2215993,2141.2216797,81.356208801,2.0,70000.0,76.813369751,0.3340321183,0.8228519559,2.3335285187,0.6658755541,460437.5,6453743.0,-2100.93042
14.564949989,2141.3735993,2141.3735352,81.584098816,2.0,70000.0,69.550964355,0.3815796971,0.8441268206,2.3551728725,0.6791650653,460437.5,6453743.0,-2101.082275
14.776046753,2141.5255993,2141.5256348,81.623878479,2.0,70000.0,68.183937073,0.4054570198,0.7937118411,2.3723585606,0.6574473977,460437.5,6453743.0,-2101.234375
