WELL,CURVE,N,Mean,P50,Std,Min,P25,P75,Max,IQR,CV
15_9-23,CALI,10789.0,12.07084287462561,12.415781975,1.2581967646943402,8.2635173798,12.275658607,12.639100075,14.085252762,0.36344146799999955,0.10423437516026522
15_9-23,DEPT,10789.0,2356.7028425247936,2358.84,481.23155444846225,1526.488,1936.888,2768.784,3194.08,831.8960000000002,0.20419695931325269
15_9-23,DEPTH_MD,10789.0,2356.702842527806,2358.8400879,481.2315544290942,1526.4880371,1936.8879395,2768.7839355,3194.0800781,831.8959960000002,0.2041969593047734
15_9-23,DTC,10789.0,118.79637605500461,133.09544373,29.472967834230566,58.998001099,96.179847717,139.00341797,178.81799316,42.823570252999986,0.24809652291568315
15_9-23,FORCE_2020_LITHOFACIES_CONFIDENCE,10789.0,1.0968579108351098,1.0,0.32189065982616677,1.0,1.0,1.0,3.0,0.0,0.2934661423748955
15_9-23,FORCE_2020_LITHOFACIES_LITHOLOGY,10789.0,65627.10890722032,65000.0,9844.034177290841,30000.0,65000.0,70000.0,99000.0,5000.0,0.14999950997700887
15_9-23,GR,10789.0,84.20292168527111,90.154846191,44.11253236502644,11.680315018,52.12689209,110.13772583,299.36801147,58.010833739999995,0.5238836311394011
15_9-23,NPHI,10789.0,0.3032671169882751,0.3392003179,0.12909149987872076,0.0478795692,0.1920004785,0.413199991,0.7091270685,0.2211995125,0.4256692949790257
15_9-23,RDEP,10789.0,1.4236621937184726,0.7330960631,1.450135716058245,0.1809573323,0.6041422486,1.5736060143,17.415550232,0.9694637656999999,1.0185953679577782
15_9-23,RHOB,10789.0,2.342725145848494,2.3216607571,0.16644503879866632,1.2575906515,2.2154929638,2.4955022335,3.104143858,0.28000926969999984,0.07104761695738014
15_9-23,RMED,10789.0,1.4623256691120587,0.7507686019,1.5259598110420571,0.167986691,0.6202702522,1.6042439938,23.936893463,0.9839737416,1.0435157114958105
15_9-23,X_LOC,10789.0,433918.8469998378,433918.625,6.564638776779671,433906.84375,433914.65625,433923.21875,433932.71875,8.5625,1.5128724696261293e-05
15_9-23,Y_LOC,10789.0,6459992.1746223,6459993.5,6.932246068679189,6459977.5,6459986.5,6459999.0,6460000.5,12.5,1.0731044065211271e-06
15_9-23,Z_LOC,10789.0,-2331.503524478821,-2333.661621,481.12374330202937,-3168.600586,-2743.518799,-1911.764404,-1501.449219,831.7543949999999,-0.20635771649094062
