CALI,DEPT,DEPTH_MD,DTC,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,GR,NPHI,RDEP,RHOB,RMED,X_LOC,Y_LOC,Z_LOC
19.322734833,1138.704,1138.7039795,147.837677,1.0,30000.0,55.892757416,0.7658668756,1.0914987326,1.7746260166,1.0133090019,437640.84375,6470976.0,-1113.655396
18.613674164,1138.856,1138.855957,142.38243103,1.0,65000.0,60.929138184,0.8002619743,1.1227060556,1.8009859324,1.0881844759,437640.84375,6470976.0,-1113.807373
18.212072372,1139.008,1139.0080566,138.2583313,1.0,65000.0,62.117263794,0.7659568787,1.1481407881,1.8176960945,1.1271551847,437640.84375,6470976.0,-1113.959473
18.134181976,1139.16,1139.1600342,139.19891357,1.0,65000.0,61.010860443,0.7025208473,1.1709839106,1.8293334246,1.1414669752,437640.84375,6470976.0,-1114.11145
18.033761978,1139.312,1139.3120117,144.29008484,1.0,65000.0,58.501235962,0.6397075057,1.1840802431,1.8138538599,1.138007164,437640.84375,6470976.0,-1114.263428
17.976251602,1139.464,1139.4639893,150.23641968,1.0,65000.0,54.480758667,0.5880137682,1.1780563593,1.7620105743,1.1294224262,437640.84375,6470976.0,-1114.415405
17.999219894,1139.616,1139.6159668,156.45663452,1.0,65030.0,51.365631104,0.5639474988,1.1662449837,1.6934001446,1.0797377825,437640.84375,6470976.0,-1114.567383
18.015600204,1139.768,1139.7679443,162.3921051,1.0,65030.0,50.678062439,0.5822533965,1.159258008,1.6366163492,1.0122694969,437640.84375,6470976.0,-1114.71936
18.441619873,1139.92,1139.9200439,163.40447998,1.0,65030.0,52.008243561,0.6037314534,1.1457303762,1.6196299791,0.9558113217,437640.84375,6470976.0,-1114.871338
18.607831955,1140.072,1140.0720215,157.73742676,1.0,65030.0,53.246261597,0.6329815984,1.1213946342,1.6510723829,0.9422616959,437640.84375,6470976.0,-1115.023315
19.172250748,1140.224,1140.223999,152.75894165,1.0,30000.0,55.39245224,0.6941536665,1.1038454771,1.7115740776,0.9870529771,437640.84375,6470976.0,-1115.175293
19.7578125,1140.376,1140.3759766,152.57116699,1.0,65030.0,58.438663483,0.7339341044,1.0990620852,1.7519159317,1.0241758823,437640.84375,6470976.0,-1115.327271
19.081073761,1140.528,1140.5279541,153.05793762,1.0,65030.0,61.225414276,0.6905510426,1.1076860428,1.7535979748,1.0545569658,437640.84375,6470976.0,-1115.479248
18.594890594,1140.68,1140.6800537,153.90737915,1.0,65030.0,63.147399902,0.5769710541,1.1292598248,1.7463399172,1.0493432283,437640.8125,6470976.0,-1115.631348
18.364879608,1140.832,1140.8320313,154.01853943,1.0,65000.0,63.658535004,0.5031762123,1.1542264223,1.7682975531,1.0723235607,437640.8125,6470976.0,-1115.783325
18.909685135,1140.984,1140.9840088,150.38597107,1.0,65000.0,63.739818573,0.5211397409,1.1714247465,1.7920043468,1.1217755079,437640.8125,6470976.0,-1115.935303
18.737487793,1141.136,1141.1359863,147.07073975,1.0,65000.0,62.337303162,0.563883841,1.1803007126,1.8031488657,1.1536037922,437640.8125,6470976.0,-1116.08728
18.031299591,1141.288,1141.2879639,148.74403381,1.0,65000.0,61.367290497,0.57232517,1.1937470436,1.7993272543,1.1506590843,437640.8125,6470976.0,-1116.239258
18.59258461,1141.44,1141.4399414,153.19139099,1.0,65000.0,60.944850922,0.5536119938,1.2102888823,1.7904407978,1.1238186359,437640.8125,6470976.0,-1116.391235
18.745794296,1141.592,1141.592041,157.5565033,1.0,65000.0,62.413425446,0.5615900755,1.2176817656,1.7736229897,1.0960832834,437640.8125,6470976.0,-1116.543335
18.060571671,1141.744,1141.7440186,159.40419006,1.0,65000.0,64.64466095,0.5922117829,1.2205088139,1.7543821335,1.0898355246,437640.8125,6470976.0,-1116.695313
18.514022827,1141.896,1141.8959961,156.9500885,1.0,65000.0,64.409454346,0.605835855,1.223528266,1.7512642145,1.1050081253,437640.8125,6470976.0,-1116.84729
18.631261826,1142.048,1142.0479736,153.90888977,1.0,65000.0,64.063568115,0.6063665748,1.2190967798,1.7605264187,1.1132999659,437640.8125,6470976.0,-1116.999268
18.046899796,1142.2,1142.1999512,150.32829285,1.0,65000.0,62.693847656,0.6100612283,1.2081105709,1.7751505375,1.1170893908,437640.8125,6470976.0,-1117.151245
18.066972733,1142.352,1142.3520508,147.50163269,1.0,65000.0,62.604694366,0.619118154,1.2035280466,1.7904593945,1.1316874027,437640.8125,6470976.0,-1117.303345
18.146961212,1142.504,1142.5040283,145.79364014,1.0,65000.0,65.257904053,0.6117525697,1.2041000128,1.8093771935,1.1495184898,437640.8125,6470976.0,-1117.455322
18.278230667,1142.656,1142.6560059,144.20175171,1.0,65000.0,67.894439697,0.5588831902,1.2016060352,1.8179773092,1.1430695057,437640.8125,6470976.0,-1117.6073
18.365951538,1142.808,1142.8079834,144.45149231,1.0,65000.0,70.042556763,0.5040927529,1.1932861805,1.8108482361,1.1089987755,437640.8125,6470976.0,-1117.759277
18.375,1142.96,1142.9599609,146.51742554,1.0,65000.0,67.566307068,0.4804382622,1.1758983135,1.7948713303,1.0787608624,437640.8125,6470976.0,-1117.911133
18.375,1143.112,1143.1120605,147.11279297,1.0,65000.0,64.467834473,0.4784463942,1.1440986395,1.7843706608,1.0690171719,437640.8125,6470976.0,-1118.063232
18.278408051,1143.264,1143.2640381,147.20404053,1.0,65000.0,60.618686676,0.467137605,1.1068310738,1.7852191925,1.0680857897,437640.8125,6470976.0,-1118.21521
18.658718109,1143.416,1143.4160156,147.27868652,1.0,65000.0,56.049240112,0.4504415095,1.0754966736,1.7917022705,1.039511919,437640.8125,6470976.0,-1118.367188
19.431722641,1143.568,1143.5679932,147.19548035,1.0,65000.0,48.986869812,0.4632709026,1.0512543917,1.7917339802,0.9750837088,437640.8125,6470976.0,-1118.519165
19.159427643,1143.72,1143.7199707,147.24047852,1.0,30000.0,42.177127838,0.4918383062,1.0352929831,1.7605233192,0.9166101813,437640.8125,6470976.0,-1118.671143
18.652917862,1143.872,1143.8719482,147.1158905,1.0,30000.0,35.692058563,0.5033985376,1.0142394304,1.7365598679,0.8986350298,437640.8125,6470976.0,-1118.82312
