CALI,DEPT,DEPTH_MD,DTC,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,GR,NPHI,RDEP,RHOB,RMED,X_LOC,Y_LOC,Z_LOC
13.787041664,1526.488,1526.4880371,147.07972717,3.0,65000.0,116.59666443,0.5809418559,0.8417683244,2.052875042,0.9010447264,433906.84375,6460000.5,-1501.449219
13.627707481,1526.64,1526.6400146,149.68182373,3.0,65000.0,117.18875122,0.5883946419,0.8358919024,2.1039972305,0.8907729983,433906.84375,6460000.5,-1501.601196
13.501793861,1526.792,1526.7919922,151.13000488,1.0,65000.0,119.03518677,0.4903949499,0.8332997561,2.1352005005,0.88209939,433906.84375,6460000.5,-1501.753174
13.404415131,1526.944,1526.9439697,148.03544617,1.0,65000.0,114.92149353,0.3922169805,0.8292090893,2.1429827213,0.8709246516,433906.84375,6460000.5,-1501.905151
13.390968323,1527.096,1527.0959473,146.12910461,1.0,65000.0,113.00319672,0.3909057677,0.8127867579,2.1480731964,0.8594604731,433906.84375,6460000.5,-1502.057129
13.593963623,1527.248,1527.2480469,144.29727173,1.0,65000.0,122.40926361,0.3905030191,0.8037676215,2.1732096672,0.8521549106,433906.84375,6460000.5,-1502.209229
13.841768265,1527.4,1527.4000244,143.87680054,1.0,65000.0,117.91269684,0.3985208273,0.8008283973,2.1475551128,0.8452674747,433906.875,6460000.5,-1502.361206
13.956837654,1527.552,1527.552002,143.3394928,1.0,65000.0,123.24890137,0.4294986427,0.8038602471,2.1239039898,0.858823061,433906.875,6460000.5,-1502.513184
13.923336029,1527.704,1527.7039795,142.26989746,1.0,65000.0,122.84889984,0.4615156353,0.8053773642,2.1300020218,0.9094274044,433906.875,6460000.5,-1502.665161
13.91690731,1527.856,1527.855957,142.23620605,1.0,65000.0,130.34532166,0.4350968301,0.8301430941,2.105946064,0.8833950162,433906.875,6460000.5,-1502.817017
13.916798592,1528.008,1528.0080566,142.47692871,1.0,65000.0,129.12342834,0.389048785,0.8428449631,2.1054999828,0.8580182791,433906.875,6460000.5,-1502.969116
13.478032112,1528.16,1528.1600342,144.48027039,1.0,65000.0,120.03450775,0.413099885,0.8220063448,2.0989570618,0.8638476729,433906.875,6460000.5,-1503.121094
13.467499733,1528.312,1528.3120117,147.93400574,1.0,65000.0,115.65661621,0.4232479632,0.8316325545,2.0987999439,0.8734505773,433906.875,6460000.5,-1503.273071
12.881546021,1528.464,1528.4639893,153.82546997,1.0,65000.0,116.97181702,0.423694253,0.8410297632,2.1521215439,0.8857434392,433906.875,6460000.5,-1503.425049
12.806934357,1528.616,1528.6159668,152.04452515,1.0,65000.0,120.10423279,0.4393973053,0.8469200134,2.1697847843,0.8955959082,433906.875,6460000.5,-1503.577026
12.728598595,1528.768,1528.7679443,150.5349884,1.0,65000.0,124.74456024,0.455837965,0.8514466882,2.1917438507,0.8930021524,433906.875,6460000.5,-1503.729004
12.842983246,1528.92,1528.9200439,149.69210815,1.0,65000.0,124.3263092,0.456400007,0.8443725705,2.1831526756,0.8833598495,433906.875,6460000.5,-1503.881104
12.840772629,1529.072,1529.0720215,149.82847595,1.0,65000.0,121.58947754,0.4356504381,0.8401613832,2.1693513393,0.8830960393,433906.875,6460000.5,-1504.033081
12.807627678,1529.224,1529.223999,150.27731323,1.0,65000.0,128.00985718,0.4360458553,0.8376999497,2.15365839,0.8740916252,433906.875,6460000.5,-1504.185059
12.714894295,1529.376,1529.3759766,150.2644043,1.0,65000.0,130.45837402,0.4390638769,0.8294733167,2.1435348988,0.86136657,433906.875,6460000.5,-1504.337036
12.710700035,1529.528,1529.5279541,150.14427185,1.0,65000.0,133.20121765,0.4451089799,0.8264314532,2.1431000233,0.8566065431,433906.875,6460000.5,-1504.489014
12.855882645,1529.68,1529.6800537,149.80461121,1.0,65000.0,124.23672485,0.4474917054,0.8199298382,2.1565058231,0.8552590609,433906.875,6460000.5,-1504.640991
12.83108139,1529.832,1529.8320313,149.05307007,1.0,65000.0,119.14057159,0.4373642802,0.8098381162,2.1587162018,0.8447747231,433906.875,6460000.5,-1504.792969
12.559087753,1529.984,1529.9840088,148.4082489,1.0,65000.0,118.89694214,0.4088145494,0.8138381839,2.075221777,0.8433490992,433906.90625,6460000.5,-1504.944946
12.454721451,1530.136,1530.1359863,148.31062317,1.0,65000.0,117.13806152,0.4013568461,0.8151366711,2.0203561783,0.8415094018,433906.90625,6460000.5,-1505.096924
12.439522743,1530.288,1530.2879639,145.88903809,1.0,65000.0,130.31526184,0.4021281898,0.825071454,2.1594493389,0.8414000273,433906.90625,6460000.5,-1505.248901
12.313136101,1530.44,1530.4399414,145.14085388,1.0,65000.0,132.45828247,0.4070731103,0.825699985,2.1865866184,0.845898211,433906.90625,6460000.5,-1505.400879
12.290957451,1530.592,1530.592041,145.81776428,1.0,65000.0,130.47447205,0.3775790036,0.825699985,2.1819105148,0.8504067659,433906.90625,6460000.5,-1505.552979
12.45232296,1530.744,1530.7440186,145.57441711,1.0,65000.0,128.60725403,0.3935773671,0.8261659145,2.179915905,0.8507000208,433906.90625,6460000.5,-1505.704956
