CALI,DEPT,DEPTH_MD,DTC,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,GR,NPHI,RDEP,RHOB,RMED,X_LOC,Y_LOC,Z_LOC
17.482091904,1149.648,1149.6479492,134.22637939,1.0,65000.0,68.388885498,0.54185009,1.7141872644,2.063167572,1.5026804209,436812.96875,6462990.5,-1124.615479
17.395610809,1149.8,1149.8000488,134.82479858,1.0,65000.0,71.170013428,0.5454009175,1.716345191,2.05113554,1.5050712824,436812.96875,6462990.5,-1124.767578
17.364606857,1149.952,1149.9520264,135.03707886,1.0,65000.0,74.497497559,0.5489529967,1.7192585468,2.0415401459,1.5251623392,436812.96875,6462990.5,-1124.919556
17.371887207,1150.104,1150.1040039,134.50033569,1.0,65000.0,76.098335266,0.5493555069,1.7233072519,2.0356984138,1.5414427519,436812.96875,6462990.5,-1125.071411
17.370704651,1150.256,1150.2559814,132.16239929,1.0,65000.0,74.966674805,0.5433511734,1.7293016911,2.0290987492,1.5429955721,436812.96875,6462990.5,-1125.223389
17.376644135,1150.408,1150.407959,129.90846252,1.0,65000.0,70.875556946,0.5438557267,1.734800458,2.0253431797,1.5399183035,436812.96875,6462990.5,-1125.375366
17.405723572,1150.56,1150.5600586,129.4107666,1.0,65000.0,66.317642212,0.5521139503,1.735535264,2.0250871181,1.5412940979,436812.96875,6462990.5,-1125.527466
17.356458664,1150.712,1150.7120361,129.57086182,1.0,65000.0,63.439628601,0.5465470552,1.7280267477,2.0213315487,1.5412780046,436812.96875,6462990.5,-1125.679443
17.280124664,1150.864,1150.8640137,131.08398438,1.0,65000.0,63.895557404,0.5258116722,1.7145203352,2.0146901608,1.5352785587,436812.96875,6462990.5,-1125.831421
17.252223969,1151.016,1151.0159912,135.12599182,1.0,65000.0,66.613990784,0.4986175895,1.7007955313,2.0048904419,1.5226348639,436812.96875,6462990.5,-1125.983398
17.262874603,1151.168,1151.1679688,137.47341919,1.0,65000.0,68.338630676,0.4868463278,1.6883518696,1.9920636415,1.504113555,436812.96875,6462990.5,-1126.135376
17.322483063,1151.32,1151.3199463,138.79495239,1.0,65000.0,68.717803955,0.5095843673,1.6748976707,1.9805293083,1.4822970629,436812.96875,6462990.5,-1126.287354
17.262235641,1151.472,1151.4720459,136.67552185,1.0,65000.0,66.726463318,0.5587665439,1.6597079039,1.9772852659,1.4630484581,436812.96875,6462990.5,-1126.439453
17.188396454,1151.624,1151.6240234,134.75689697,1.0,65000.0,62.576721191,0.5991560817,1.6418248415,1.984823823,1.4569827318,436812.9375,6462990.5,-1126.591431
