CALI,DEPT,DEPTH_MD,DTC,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,GR,NPHI,RDEP,RHOB,RMED,X_LOC,Y_LOC,Z_LOC
8.734375,2770.7612022,2770.7612305,69.228118896,2.0,70032.0,17.944046021,0.2936687768,4.4230179787,1.7354400158,4.5444521904,443276.71875,6444984.5,-2743.538574
8.734375,2770.9132022,2770.9130859,67.399734497,2.0,70032.0,15.844356537,0.3141032457,4.3987722397,1.7946718931,5.5305900574,443276.71875,6444984.5,-2743.69043
8.734375,2771.0652022,2771.0651855,68.865882874,2.0,70032.0,15.693537712,0.3201456368,4.4076957703,1.7547287941,5.8619198799,443276.71875,6444984.5,-2743.842529
8.734375,2771.2172022,2771.2172852,70.122184753,2.0,70000.0,16.752687454,0.3214708269,4.4823622704,1.7609289885,5.2347664833,443276.71875,6444984.5,-2743.994629
8.734375,2771.3692022,2771.3691406,69.213905334,2.0,70000.0,16.261201859,0.3002958894,4.4666132927,1.7508071661,4.6837539673,443276.71875,6444984.5,-2744.146484
8.734375,2771.5212022,2771.5212402,69.083488464,2.0,70000.0,16.034015656,0.301102668,4.268494606,1.81262815,4.8005537987,443276.6875,6444984.5,-2744.298584
8.734375,2771.6732022,2771.6730957,70.346954346,2.0,70000.0,17.067874908,0.3055960536,4.0613212585,1.8153047562,5.005525589,443276.6875,6444984.5,-2744.450439
8.734375,2771.8252022,2771.8251953,72.093338013,2.0,70032.0,18.848928452,0.3257127702,3.9040532112,1.6635822058,4.6945958138,443276.6875,6444984.5,-2744.602295
8.734375,2771.9772022,2771.9772949,74.544662476,2.0,70032.0,20.398906708,0.3321236968,3.819075346,1.5402536392,3.7898726463,443276.6875,6444984.5,-2744.754395
8.734375,2772.1292022,2772.1291504,74.421051025,2.0,70032.0,22.507087708,0.3265370727,3.8146960735,1.5147497654,3.1183116436,443276.6875,6444984.5,-2744.90625
8.734375,2772.2812022,2772.28125,72.326896667,2.0,70032.0,22.802902222,0.3116605282,3.8179311752,1.5516101122,3.2444882393,443276.6875,6444984.5,-2745.05835
8.734375,2772.4332022,2772.4331055,69.856117249,2.0,70032.0,22.372472763,0.2946485579,3.7767615318,1.6021877527,4.0993247032,443276.6875,6444984.5,-2745.210205
8.734375,2772.5852022,2772.5852051,68.911254883,2.0,70032.0,18.638175964,0.2827404737,3.7564179897,1.6789019108,4.9887375832,443276.6875,6444984.5,-2745.362061
8.734375,2772.7372022,2772.7373047,68.556465149,2.0,70032.0,16.594957352,0.2726513743,3.8446285725,1.7687402964,5.2502140999,443276.6875,6444984.5,-2745.51416
8.734375,2772.8892022,2772.8891602,68.985649109,2.0,70032.0,15.51578331,0.2609322965,4.0380210876,1.8386138678,4.8835344315,443276.6875,6444984.5,-2745.666016
8.734375,2773.0412022,2773.0412598,68.615409851,2.0,70032.0,16.097810745,0.2558011711,4.2551884651,1.8789550066,4.7426109314,443276.65625,6444984.5,-2745.818115
8.734375,2773.1932022,2773.1931152,68.176948547,2.0,70032.0,16.582769394,0.2561032772,4.482966423,1.9114037752,5.0804133415,443276.65625,6444984.5,-2745.969971
8.734375,2773.3452022,2773.3452148,67.057365417,2.0,70000.0,16.219408035,0.2597082853,4.6971797943,1.923260808,5.3053331375,443276.65625,6444984.5,-2746.121826
8.734375,2773.4972022,2773.4973145,66.481384277,2.0,70000.0,17.319664001,0.2548800409,4.829158783,1.9412264824,5.217912674,443276.65625,6444984.5,-2746.273926
8.734375,2773.6492022,2773.6491699,67.036003113,2.0,70000.0,17.027076721,0.240422532,4.9265785217,1.9583008289,5.2569355965,443276.65625,6444984.5,-2746.425781
