WELL,CURVE,N,Mean,P50,Std,Min,P25,P75,Max,IQR,CV
15_9-13,CALI,13951.0,13.207071010169875,12.829874992,3.4964836581694136,8.1866054535,10.1446399685,14.6467638015,23.329568863,4.502123833000001,0.26474330723875167
15_9-13,DEPT,13951.0,2199.2363495089958,2199.512,612.4335836580208,1138.704,1668.804,2729.612,3259.712,1060.808,0.278475564390682
15_9-13,DEPTH_MD,13951.0,2199.2363495023365,2199.5119629,612.433583659292,1138.7039795,1668.8040161,2729.6119385,3259.7119141,1060.8079224000003,0.27847556439210325
15_9-13,DTC,13951.0,117.2316407471653,127.30363464,30.518579678981904,55.726753235,88.2714691165,145.809303285,163.91079712,57.5378341685,0.26032715642700627
15_9-13,FORCE_2020_LITHOFACIES_CONFIDENCE,13951.0,1.0447279764891406,1.0,0.2957391254111981,1.0,1.0,1.0,3.0,0.0,0.2830776355822727
15_9-13,FORCE_2020_LITHOFACIES_LITHOLOGY,13951.0,62231.47086230378,65000.0,12716.955774607639,30000.0,65000.0,65000.0,99000.0,0.0,0.20434927213508677
15_9-13,GR,13951.0,65.54118455630542,67.425415039,30.285729495386086,6.191505909,45.532110214,85.360614777,499.02258301,39.828504562999996,0.46208700224769483
15_9-13,NPHI,13951.0,0.40578279037665405,0.4493719935,0.13283276256571325,0.0379757099,0.31659673155,0.50673383475,0.8002619743,0.1901371032,0.32734942367175246
15_9-13,RDEP,13951.0,1.8991465361970825,1.2067091465,2.262473533141671,0.35220173,0.7445039152999999,2.2084505558,49.221904755,1.4639466405,1.1913106703562366
15_9-13,RHOB,13951.0,2.185829037970934,2.0924248695,0.25631725400860617,1.4934167862,1.9966099262,2.45852434635,2.8894536495,0.46191442014999984,0.1172631754615818
15_9-13,RMED,13951.0,1.9162292203396671,1.1415789127,2.1033054830322873,0.3749891222,0.7806710601,2.26582670215,34.411457062,1.48515564205,1.0976272883780884
15_9-13,X_LOC,13951.0,437623.0546085406,437622.28125,13.399878007099508,437594.125,437613.21875,437636.703125,437640.84375,23.484375,3.061968026132871e-05
15_9-13,Y_LOC,13951.0,6470980.532793348,6470981.0,2.329062866953971,6470976.0,6470978.5,6470982.5,6470984.0,4.0,3.5992425802408914e-07
15_9-13,Z_LOC,13951.0,-2173.9336212396242,-2174.182617,612.2426855834337,-3233.868652,-2704.1885985,-1643.7058715,-1113.655396,1060.4827269999998,-0.2816289695332646
